lncRNA_ID	Brain	ES	Fibroblasts	Foreskin	HEK293	HeLa	Myeloma	PC3	RPE-1	U2OS	Spec	RAI	RAI*(1-Spec)	RAI*Spec	TS	lncRNA_Class
ENST00000557682.6_1_LINC01578-001	A3	A2	A3	A2	A2	A1	A3	A0	A3	N	0.11	1	0.89	0.11	4	ribo-lncRNA
ENST00000505522.4_1_SNHG4-001	A2	A3	A0	N	A1	A3	A1	A1	A3	A1	0.11	1	0.89	0.11	0.5	ribo-lncRNA
ENST00000635600.1_1_RP11-242D8.1-002	A2	A1	A3	N	A1	A1	A1	A0	A1	A1	0.11	1	0.89	0.11	-2.5	ribo-lncRNA
ENST00000545800.1_1_RP11-783K16.13-001	A2	A2	A3	A0	N	A0	A0	A1	A1	A1	0.11	1	0.89	0.11	-2.5	ribo-lncRNA
ENST00000525331.5_1_PDXDC2P-005	A2	A1	A1	N	A1	A2	A1	A0	A1	A0	0.11	1	0.89	0.11	-3.5	ribo-lncRNA
ENST00000443596.1_1_MAPKAPK5-AS1-004	A1	A1	N	A1	A1	A1	A0	A1	A1	A1	0.11	1	0.89	0.11	-5	ribo-lncRNA
ENST00000607166.1_1_ZEB1-AS1-009	A2	A1	A1	A1	N	A1	A0	A1	A0	A1	0.11	1	0.89	0.11	-4.5	ribo-lncRNA
ENST00000457390.1_RP11-14N7.2-004	A1	A1	A3	N	A1	A2	A3	A2	A3	A3	0.11	1	0.89	0.11	3.5	ribo-lncRNA
ENST00000426200.1_1_FGD5-AS1-002	A3	A3	A3	A3	A2	A1	A0	N	A1	A3	0.11	1	0.89	0.11	3.5	ribo-lncRNA
ENST00000440862.1_RP6-206I17.1-005	A0	A0	A0	A0	N	A0	A0	A0	A0	A0	0.11	1	0.89	0.11	-9	ribo-lncRNA
ENST00000553657.5_1_PSMA3-AS1-016	A2	A0	N	A2	A0	A2	A0	A3	A0	A2	0.11	1	0.89	0.11	-1	ribo-lncRNA
ENST00000526623.2_1_AP003068.23-001	A2	A1	A1	A1	A3	A1	A3	A3	N	A0	0.11	1	0.89	0.11	0.5	ribo-lncRNA
ENST00000551597.6_1_PSMA3-AS1-007	A1	A0	A1	N	A0	A3	A0	A2	A1	A2	0.11	1	0.89	0.11	-2.5	ribo-lncRNA
ENST00000431043.1_1_SNHG5-009	N	A2	A1	A1	A1	A1	A2	A2	A1	A1	0.11	1	0.89	0.11	-1.5	ribo-lncRNA
ENST00000530079.5_1_PDXDC2P-002	A2	A2	A2	A2	A2	A2	A2	A2	A2	N	0.11	1	0.89	0.11	4.5	ribo-lncRNA
ENST00000584327.5_1_SNHG15-010	A0	A1	N	A1	A2	A0	A2	A2	A1	A0	0.11	1	0.89	0.11	-3	ribo-lncRNA
ENST00000442119.5_1_MAPKAPK5-AS1-003	A2	A0	A1	A2	A0	A2	A0	N	A2	A1	0.11	1	0.89	0.11	-2	ribo-lncRNA
ENST00000597785.1_1_RAB11B-AS1-002	A1	A1	A0	A0	A0	A1	A2	A0	N	A0	0.11	1	0.89	0.11	-6	ribo-lncRNA
ENST00000529369.1_1_RP11-660L16.2-001	A2	A2	A0	N	A3	A1	A1	A2	A1	A1	0.11	1	0.89	0.11	-0.5	ribo-lncRNA
ENST00000504300.1_1_CTD-2015H6.3-001	N	A1	A3	A2	A1	A0	A1	A1	A3	A2	0.11	1	0.89	0.11	0	ribo-lncRNA
ENST00000480811.5_1_LRRC75A-AS1-018	A0	A1	A1	A1	N	A0	A0	A2	A1	A1	0.11	1	0.89	0.11	-5	ribo-lncRNA
ENST00000398043.2_1_APTR-003	A1	A2	A0	A1	A2	A2	N	A0	A1	A1	0.11	1	0.89	0.11	-2.5	ribo-lncRNA
ENST00000601369.5_1_NUTM2B-AS1-001	A2	A3	A2	A3	A0	A3	A2	N	A2	A1	0.11	1	0.89	0.11	3.5	ribo-lncRNA
ENST00000623215.1_1_AC005538.3-002	A2	A3	A3	A2	N	A1	A0	A3	A2	A3	0.11	1	0.89	0.11	4	ribo-lncRNA
ENST00000578730.1_1_CTBP1-AS2-005	A3	A1	A3	A1	A1	A2	A3	N	A1	A2	0.11	1	0.89	0.11	2	ribo-lncRNA
ENST00000451786.5_1_LINC-PINT-001	A3	A0	A1	A0	A1	A2	A2	A1	A1	N	0.11	1	0.89	0.11	-2	ribo-lncRNA
ENST00000460022.6_2_AC009403.2-005	A0	A1	A0	A1	A1	A1	A2	A2	A1	N	0.11	1	0.89	0.11	-3.5	ribo-lncRNA
ENST00000447507.1_1_SNHG3-003	N	A0	A0	A0	A0	A0	A0	A1	A2	A1	0.11	1	0.89	0.11	-6.5	ribo-lncRNA
ENST00000415215.1_1_JPX-003	A2	A1	A0	A1	A2	A0	N	A1	A1	A1	0.11	1	0.89	0.11	-3.5	ribo-lncRNA
ENST00000431268.5_1_GAS5-002	A2	A2	A2	N	A3	A2	A3	A1	A3	A1	0.11	1	0.89	0.11	4	ribo-lncRNA
ENST00000501702.6_1_LINC01184-009	A0	N	A1	A1	A1	A1	A1	A1	A3	A0	0.11	1	0.89	0.11	-4	ribo-lncRNA
ENST00000634451.1_1_LINC00339-008	A0	A3	A0	N	A1	A1	A1	A1	A0	A0	0.11	1	0.89	0.11	-5	ribo-lncRNA
ENST00000444362.2_1_RP4-758J18.2-001	A3	A1	A3	N	A2	A2	A3	A2	A2	A1	0.11	1	0.89	0.11	4	ribo-lncRNA
ENST00000454631.1_1_RP11-295G20.2-005	A2	A1	A1	A0	A1	A1	A1	N	A0	A1	0.11	1	0.89	0.11	-4.5	ribo-lncRNA
ENST00000540866.2_1_RP11-197N18.2-001	A1	A2	A2	N	A1	A3	A3	A2	A3	A2	0.11	1	0.89	0.11	4	ribo-lncRNA
ENST00000582911.5_1_LRRC75A-AS1-025	A2	F	A3	A3	A3	A3	A3	A2	A3	A3	0	0.8	0.8	0	8	trans-lncRNA
ENST00000438436.2_1_RNASEH1-AS1-001	F	A2	A2	A3	A2	A3	A2	A3	A1	A2	0	0.8	0.8	0	5	trans-lncRNA
ENST00000424349.1_1_FGD5-AS1-003	A3	A3	A3	A3	A2	A3	A3	F	A2	A3	0	0.8	0.8	0	8	trans-lncRNA
ENST00000366446.4_1_NUTM2A-AS1-007	A0	A1	A0	A1	A1	F	A1	A0	A1	A0	0	0.8	0.8	0	-6.5	ribo-lncRNA
ENST00000623112.1_1_AC074183.3-001	A2	A2	A1	A1	A2	A2	A2	F	A1	A1	0	0.8	0.8	0	0.5	ribo-lncRNA
ENST00000412224.6_1_KTN1-AS1-001	A2	F	A1	A1	A1	A0	A0	A2	A1	A1	0	0.8	0.8	0	-3.5	ribo-lncRNA
ENST00000457283.3_1_AC002310.12-001	F	A2	A0	A0	A1	A2	A0	A0	A0	A2	0	0.8	0.8	0	-4	ribo-lncRNA
ENST00000366365.2_2_SNHG20-002	A2	A2	A2	A0	A1	F	A2	A2	A2	A1	0	0.8	0.8	0	1	ribo-lncRNA
ENST00000606697.5_1_NNT-AS1-003	A2	F	A1	A1	A2	A2	A2	A1	A1	A3	0	0.8	0.8	0	1	ribo-lncRNA
ENST00000483140.5_1_LRRC75A-AS1-017	A0	F	A1	A1	A1	A1	A0	A1	A1	A1	0	0.8	0.8	0	-5.5	ribo-lncRNA
ENST00000607957.1_1_RP11-390E23.6-001	A2	F	A1	A1	A3	A0	A2	A1	A2	A2	0	0.8	0.8	0	0.5	ribo-lncRNA
ENST00000426282.6_1_NUP50-AS1-001	A1	F	A1	A1	A0	A2	A2	A0	A1	A1	0	0.8	0.8	0	-3.5	ribo-lncRNA
ENST00000561275.5_1_OIP5-AS1-006	A1	F	A0	A0	A0	A0	A1	A0	A0	A0	0	0.8	0.8	0	-8	ribo-lncRNA
ENST00000438107.1_1_RP11-706O15.3-002	A1	A2	A2	A0	F	A2	A1	A0	A2	A3	0	0.8	0.8	0	0	ribo-lncRNA
ENST00000491009.5_1_LRRC75A-AS1-013	A0	F	A2	A2	A0	A0	A0	A2	A1	A1	0	0.8	0.8	0	-3.5	ribo-lncRNA
ENST00000580828.1_1_SNHG25-002	F	A1	A0	A0	A2	A2	A2	A2	A1	A2	0	0.8	0.8	0	-0.5	ribo-lncRNA
ENST00000425170.1_1_SNHG5-008	A1	A3	A3	A1	A1	A1	F	A0	A1	A0	0	0.8	0.8	0	-2.5	ribo-lncRNA
ENST00000507736.1_1_TMEM161B-AS1-011	F	A1	A1	A1	A1	A1	A2	A0	A1	A2	0	0.8	0.8	0	-3	ribo-lncRNA
ENST00000504270.2_1_CD27-AS1-004	A1	A0	A3	A2	A0	A2	A3	F	A1	A0	0	0.8	0.8	0	-1	ribo-lncRNA
ENST00000573622.1_1_RP11-705C15.5-001	F	A3	A2	A0	A2	A1	A0	A2	A1	A1	0	0.8	0.8	0	-1	ribo-lncRNA
ENST00000580458.5_1_SNHG15-008	F	A1	A0	A0	A0	A0	A0	A2	A1	A0	0	0.8	0.8	0	-6.5	ribo-lncRNA
ENST00000555707.5_1_PSMA3-AS1-003	A2	A2	A2	A1	A1	A2	F	A3	A2	A2	0	0.8	0.8	0	3	ribo-lncRNA
ENST00000602812.5_1_FTX-009	A0	A0	A1	A0	A0	A1	F	A0	A0	A1	0	0.8	0.8	0	-7.5	ribo-lncRNA
ENST00000598322.1_1_CTD-3099C6.9-001	A2	A1	A1	A1	A0	A0	F	A3	A0	A1	0	0.8	0.8	0	-3.5	ribo-lncRNA
ENST00000608317.1_1_PAXIP1-AS1-001	A3	A1	A0	A0	A2	A1	A1	F	A0	A1	0	0.8	0.8	0	-3.5	ribo-lncRNA
ENST00000591501.1_1_ILF3-AS1-001	A3	A2	A1	A0	A3	A1	F	A1	A3	A3	0	0.8	0.8	0	2	ribo-lncRNA
ENST00000545308.5_1_SNHG1-012	A1	A2	A0	F	A1	A2	A2	A1	A3	A1	0	0.8	0.8	0	-0.5	ribo-lncRNA
ENST00000310771.8_1_STAG3L5P-PVRIG2P-PILRB-001	F	A2	A3	A1	A2	A2	A2	A3	A2	A2	0	0.8	0.8	0	4.5	ribo-lncRNA
ENST00000421685.2_1_ZNF674-AS1-001	A1	A1	A1	A0	A2	A1	F	A2	A3	A3	0	0.8	0.8	0	0	ribo-lncRNA
ENST00000453026.6_1_AC009948.5-005	F	A1	A1	A1	A1	A2	A0	A0	A0	A2	0	0.8	0.8	0	-4	ribo-lncRNA
ENST00000557660.5_1_PSMA3-AS1-004	A2	F	A1	A1	A1	A3	A1	A3	A1	A1	0	0.8	0.8	0	-0.5	ribo-lncRNA
ENST00000416650.5_1_APTR-004	A2	A1	A0	A1	A0	A1	A1	F	A1	A1	0	0.8	0.8	0	-4.5	ribo-lncRNA
ENST00000610979.1_1_RP5-908M14.9-001	F	A0	A1	A0	A2	A0	A1	A2	A1	A0	0	0.8	0.8	0	-4.5	ribo-lncRNA
ENST00000470714.5_1_STAG3L5P-PVRIG2P-PILRB-003	F	A1	A3	A0	A2	A2	A2	A2	A3	A2	0	0.8	0.8	0	3	ribo-lncRNA
ENST00000582727.1_1_SNHG15-006	F	A1	A1	A1	A2	A0	A2	A1	A1	A1	0	0.8	0.8	0	-3	ribo-lncRNA
ENST00000412446.5_1_LINC00476-004	A2	A1	A2	A0	A1	F	A0	A0	A1	A1	0	0.8	0.8	0	-4	ribo-lncRNA
ENST00000582965.1_1_SNHG25-001	F	A2	A0	A0	A3	A0	A3	A1	A0	A1	0	0.8	0.8	0	-2.5	ribo-lncRNA
ENST00000594934.5_1_CTD-2017D11.1-001	A1	A1	A1	A3	A1	A2	F	A0	A2	A1	0	0.8	0.8	0	-1.5	ribo-lncRNA
ENST00000421004.3_1_SCAMP1-AS1-001	A2	F	A1	A0	A3	A2	A1	A1	A1	A1	0	0.8	0.8	0	-1.5	ribo-lncRNA
ENST00000611877.1_1_RP11-758H9.2-001	A2	F	A1	A0	A1	A0	A0	A1	A1	A2	0	0.8	0.8	0	-4	ribo-lncRNA
ENST00000573447.1_1_ZNF213-AS1-002	A0	A0	A0	A0	A0	A0	F	A0	A0	A0	0	0.8	0.8	0	-9	ribo-lncRNA
ENST00000440026.1_1_AC005562.1-002	A3	A2	A2	A2	A2	A1	F	A2	A0	A2	0	0.8	0.8	0	2.5	ribo-lncRNA
ENST00000525941.1_1_AP006621.5-002	F	A1	A0	A0	A2	A1	A2	A1	A1	A1	0	0.8	0.8	0	-3.5	ribo-lncRNA
ENST00000434411.5_1_SNHG20-001	A3	F	A0	A0	A2	A3	A0	A0	A1	A1	0	0.8	0.8	0	-2.5	ribo-lncRNA
ENST00000442007.1_1_RP11-398K22.12-002	A2	A1	A1	A1	A1	A2	F	A2	A1	A1	0	0.8	0.8	0	-1.5	ribo-lncRNA
ENST00000421315.1_1_RP11-398K22.12-001	A2	A2	A0	A0	A0	A0	F	A1	A0	A1	0	0.8	0.8	0	-5	ribo-lncRNA
ENST00000445520.5_1_AC007246.3-009	F	A1	A3	A1	A1	A0	A2	A3	A1	A1	0	0.8	0.8	0	-1	ribo-lncRNA
ENST00000449419.5_1_ENTPD1-AS1-005	F	A1	A1	A1	A2	A0	A0	A1	A1	A1	0	0.8	0.8	0	-4.5	ribo-lncRNA
ENST00000552576.2_1_RP11-644F5.11-001	A2	F	A1	A1	A3	A0	A2	A1	A1	A1	0	0.8	0.8	0	-1.5	ribo-lncRNA
ENST00000366187.2_1_AC007246.3-011	F	A0	A0	A0	A0	A1	A1	A1	A1	A0	0	0.8	0.8	0	-7	ribo-lncRNA
ENST00000526453.1_1_RP11-110I1.12-001	F	A1	A1	A1	A2	A1	A3	A2	A2	A1	0	0.8	0.8	0	0	ribo-lncRNA
ENST00000413706.1_1_AC091729.9-004	A2	A0	F	A0	A0	A2	A2	A1	A1	A1	0	0.8	0.8	0	-3	ribo-lncRNA
ENST00000417897.1_1_AC113189.5-001	F	A0	A0	A0	A0	A1	A1	A1	A0	A0	0	0.8	0.8	0	-7.5	ribo-lncRNA
ENST00000502511.1_1_PP7080-003	A0	F	A0	A0	A0	A0	A0	A0	A0	A0	0	0.8	0.8	0	-9	ribo-lncRNA
ENST00000307533.10_1_AC093323.3-001	A3	A2	A3	A2	A3	A3	A3	A3	N	N	0.22	1	0.78	0.22	7	trans-lncRNA
ENST00000454935.1_1_OLMALINC-001	A3	A3	A3	A2	A3	A2	A3	A3	N	N	0.22	1	0.78	0.22	7	trans-lncRNA
ENST00000411630.6_1_DANCR-001	A2	N	A3	A3	N	A3	A3	A3	A3	A3	0.22	1	0.78	0.22	7.5	trans-lncRNA
ENST00000620594.1_1_ZFAS1-008	A3	N	A3	A3	N	A3	A3	A3	A3	A2	0.22	1	0.78	0.22	7.5	trans-lncRNA
ENST00000579126.5_1_RP11-21J18.1-001	A2	A3	A2	A2	N	N	A3	A3	A3	A2	0.22	1	0.78	0.22	6	trans-lncRNA
ENST00000635031.1_1_AC093323.3-003	A3	A2	A3	A2	A3	A3	N	A3	A1	N	0.22	1	0.78	0.22	5.5	trans-lncRNA
ENST00000533708.1_1_RAB30-AS1-005	A1	A2	N	N	A1	A1	A2	A0	A0	A1	0.22	1	0.78	0.22	-3	ribo-lncRNA
ENST00000625350.1_1_GLIDR-001	A3	A1	A0	A1	A1	N	A0	A2	A0	N	0.22	1	0.78	0.22	-3	ribo-lncRNA
ENST00000560359.1_1_GABPB1-AS1-005	A0	A2	N	A0	A0	A0	N	A0	A0	A1	0.22	1	0.78	0.22	-6	ribo-lncRNA
ENST00000453677.1_1_KMT2E-AS1-001	A2	A0	A1	N	A1	A2	A1	N	A2	A1	0.22	1	0.78	0.22	-1.5	ribo-lncRNA
ENST00000447883.2_RP11-277L2.3-001	A2	A0	A2	N	A3	A3	A2	N	A1	A3	0.22	1	0.78	0.22	3	ribo-lncRNA
ENST00000537024.5_1_SNHG1-013	A1	N	A1	A1	N	A2	A3	A2	A3	A1	0.22	1	0.78	0.22	1	ribo-lncRNA
ENST00000526036.1_1_AP001372.2-001	A2	A3	N	A0	A1	N	A0	A1	A0	A0	0.22	1	0.78	0.22	-3.5	ribo-lncRNA
ENST00000445680.1_1_RP11-552M11.4-001	A1	A3	A1	A3	A2	N	A1	N	A2	A2	0.22	1	0.78	0.22	2	ribo-lncRNA
ENST00000584509.1_1_RP11-888D10.3-001	A0	A0	A1	A0	A0	N	A0	A0	N	A1	0.22	1	0.78	0.22	-7	ribo-lncRNA
ENST00000590889.5_1_CTD-3220F14.1-002	A0	N	N	A0	A0	A0	A0	A0	A0	A0	0.22	1	0.78	0.22	-8	ribo-lncRNA
ENST00000517959.1_1_CTD-2336O2.1-002	A1	A2	A1	A0	A0	A1	N	A0	A1	N	0.22	1	0.78	0.22	-4.5	ribo-lncRNA
ENST00000416221.5_1_RP11-295G20.2-001	N	A0	A0	A2	A2	A2	N	A2	A0	A0	0.22	1	0.78	0.22	-2	ribo-lncRNA
ENST00000452942.6_1_ENTPD1-AS1-007	A0	A1	A1	A1	A2	A1	A0	N	N	A1	0.22	1	0.78	0.22	-4	ribo-lncRNA
ENST00000439943.5_1_OSER1-AS1-002	A3	A0	A1	A0	A2	A0	A1	N	N	A1	0.22	1	0.78	0.22	-3	ribo-lncRNA
ENST00000564621.1_1_UBL7-AS1-002	N	A1	A0	N	A1	A0	A0	A1	A1	A1	0.22	1	0.78	0.22	-5.5	ribo-lncRNA
ENST00000589515.2_SPPL2B-012	A2	A1	A2	N	A2	A1	A3	A0	A2	N	0.22	1	0.78	0.22	1	ribo-lncRNA
ENST00000507999.5_1_NOP14-AS1-006	A1	A1	A3	N	A2	A3	N	A1	A2	A0	0.22	1	0.78	0.22	0.5	ribo-lncRNA
ENST00000614046.1_1_RP11-147L13.15-001	A3	A2	A1	A0	A0	N	A1	N	A1	A2	0.22	1	0.78	0.22	-1.5	ribo-lncRNA
ENST00000595094.1_1_CTC-513N18.7-001	A2	A1	A1	A0	A1	A0	A0	N	N	A0	0.22	1	0.78	0.22	-5	ribo-lncRNA
ENST00000449289.5_1_GAS5-008	A2	A2	A2	N	A1	A2	A2	N	A2	A2	0.22	1	0.78	0.22	3	ribo-lncRNA
ENST00000574306.1_1_MIR22HG-002	A1	N	A2	A2	N	A0	A1	A0	A1	A1	0.22	1	0.78	0.22	-3	ribo-lncRNA
ENST00000590523.1_1_LINC00662-002	A2	N	A1	A1	A2	A1	A1	N	A1	A2	0.22	1	0.78	0.22	-1	ribo-lncRNA
ENST00000395400.4_1_SLX1B-SULT1A4-002	A1	A2	A0	N	A2	A2	A2	A1	A0	N	0.22	1	0.78	0.22	-1	ribo-lncRNA
ENST00000620617.1_1_RP11-61K9.3-001	A1	A2	A3	A0	A0	A0	A1	N	A1	N	0.22	1	0.78	0.22	-3	ribo-lncRNA
ENST00000609879.1_1_RP5-998N21.10-001	A3	A2	A2	A2	A0	N	N	A2	A2	A2	0.22	1	0.78	0.22	3	ribo-lncRNA
ENST00000457233.5_1_LINC00969-039	N	N	A1	A2	A2	A2	A3	A2	A2	A3	0.22	1	0.78	0.22	4	ribo-lncRNA
ENST00000597953.1_1_RP11-91G21.1-001	A2	A1	N	A2	A3	A1	A1	N	A1	A1	0.22	1	0.78	0.22	-0.5	ribo-lncRNA
ENST00000555045.1_1_DHRS4-AS1-002	A3	A1	A2	A0	A1	A1	N	A2	N	A2	0.22	1	0.78	0.22	0	ribo-lncRNA
ENST00000542265.5_1_PXN-AS1-001	A2	A2	N	A0	A1	A0	A0	N	A2	A1	0.22	1	0.78	0.22	-2.5	ribo-lncRNA
ENST00000612689.1_1_AC114271.2-001	A1	A1	A2	A1	A3	A1	A2	A1	N	N	0.22	1	0.78	0.22	-0.5	ribo-lncRNA
ENST00000596623.1_1_ZNF888-001	A1	A0	A0	A1	A0	N	A0	A1	N	A1	0.22	1	0.78	0.22	-6	ribo-lncRNA
ENST00000566814.1_1_CTA-445C9.14-001	A2	A3	N	A0	A1	A3	N	A1	A1	A1	0.22	1	0.78	0.22	-0.5	ribo-lncRNA
ENST00000538266.5_1_SNHG1-019	A2	A3	N	N	A2	A3	A0	A1	A3	A2	0.22	1	0.78	0.22	3	ribo-lncRNA
ENST00000418534.3_1_AC007161.5-002	N	N	A2	A2	A1	A2	A2	A2	A3	A2	0.22	1	0.78	0.22	3.5	ribo-lncRNA
ENST00000442067.5_1_GAS5-018	A2	A2	N	A0	A1	A2	A2	A0	N	A1	0.22	1	0.78	0.22	-1	ribo-lncRNA
ENST00000585122.5_1_CRHR1-IT1-006	A3	A3	N	A1	A2	A0	A0	A2	N	A1	0.22	1	0.78	0.22	0	ribo-lncRNA
ENST00000453671.5_1_TMEM44-AS1-001	A2	A0	A2	N	A2	A1	A3	N	A1	A3	0.22	1	0.78	0.22	1.5	ribo-lncRNA
ENST00000425425.1_1_LINC00969-043	A1	N	A1	A2	A2	A1	A2	N	A2	A3	0.22	1	0.78	0.22	1.5	ribo-lncRNA
ENST00000466734.5_1_DUBR-002	A2	N	A1	A0	A1	A2	N	A0	A1	A1	0.22	1	0.78	0.22	-3	ribo-lncRNA
ENST00000635968.1_1_RP4-614C10.2-002	A1	N	A3	N	A1	A1	A3	A2	A1	A3	0.22	1	0.78	0.22	1.5	ribo-lncRNA
ENST00000493710.1_1_RP11-155G14.6-001	A0	A1	N	A0	A1	A0	A0	A2	N	A0	0.22	1	0.78	0.22	-5.5	ribo-lncRNA
ENST00000399247.6_1_HLA-F-AS1-001	N	A2	A1	A2	A1	A2	A0	A2	A1	N	0.22	1	0.78	0.22	-0.5	ribo-lncRNA
ENST00000589899.5_1_RP11-206L10.9-003	A1	A1	A1	A1	A1	N	A1	N	A1	A1	0.22	1	0.78	0.22	-4	ribo-lncRNA
ENST00000495684.2_1_RP11-455P21.3-001	A0	A0	A0	A1	A0	A0	A0	N	A0	N	0.22	1	0.78	0.22	-7.5	ribo-lncRNA
ENST00000636560.1_1_RP4-614C10.2-004	A1	N	A3	A3	N	A1	A3	A3	A2	A3	0.22	1	0.78	0.22	4.5	ribo-lncRNA
ENST00000637196.1_1_RP4-614C10.2-003	N	N	A3	A2	A1	A0	A2	A2	A0	A3	0.22	1	0.78	0.22	1	ribo-lncRNA
ENST00000590677.5_1_LINC00662-004	A1	A3	A2	A1	N	A1	N	A1	A1	A3	0.22	1	0.78	0.22	0	ribo-lncRNA
ENST00000449363.1_1_COX10-AS1-002	A2	A3	A1	A2	A2	A3	A0	N	N	A0	0.22	1	0.78	0.22	1	ribo-lncRNA
ENST00000413961.5_1_NUTM2A-AS1-002	A0	A0	A2	N	A1	N	A3	A1	A3	A1	0.22	1	0.78	0.22	-1	ribo-lncRNA
ENST00000590353.1_1_RP11-120M18.2-004	A2	A3	A2	N	A2	A1	A2	N	A1	A2	0.22	1	0.78	0.22	2.5	ribo-lncRNA
ENST00000446527.5_1_RP11-421L21.3-004	A2	A0	A1	A0	A0	A0	N	A0	A0	N	0.22	1	0.78	0.22	-6	ribo-lncRNA
ENST00000561140.1_2_RP11-97O12.7-002	A0	A3	A2	A2	A2	A2	A2	N	N	A1	0.22	1	0.78	0.22	2	ribo-lncRNA
ENST00000568391.1_1_RP11-390D11.1-001	A0	A0	A1	N	A0	A0	A0	N	A0	A0	0.22	1	0.78	0.22	-7.5	ribo-lncRNA
ENST00000498199.1_1_THUMPD3-AS1-003	A0	A1	A1	A1	A1	A0	A2	N	N	A3	0.22	1	0.78	0.22	-2.5	ribo-lncRNA
ENST00000567286.5_1_UBL7-AS1-005	A1	A1	A0	A0	A0	N	A1	A1	N	A1	0.22	1	0.78	0.22	-5.5	ribo-lncRNA
ENST00000537869.5_1_SNHG1-004	A0	A2	N	N	A1	A2	A2	A2	A2	A1	0.22	1	0.78	0.22	0.5	ribo-lncRNA
ENST00000317122.2_1_FLJ37453-001	A2	A1	A1	N	A3	A1	A3	N	A1	A2	0.22	1	0.78	0.22	1	ribo-lncRNA
ENST00000451795.1_1_RP5-827C21.4-001	A0	A1	N	A0	A0	A0	A0	N	A0	A1	0.22	1	0.78	0.22	-7	ribo-lncRNA
ENST00000623970.1_1_ARRDC1-AS1-003	A3	A2	A2	N	A2	A3	A1	N	A2	A2	0.22	1	0.78	0.22	4	ribo-lncRNA
ENST00000445441.1_1_PRR34-AS1-003	A1	N	N	A2	A2	A3	A3	A3	A1	A2	0.22	1	0.78	0.22	3.5	ribo-lncRNA
ENST00000340510.8_1_LINC00265-001	A2	A1	A3	N	A3	A1	A1	A0	A1	N	0.22	1	0.78	0.22	-0.5	ribo-lncRNA
ENST00000449589.5_1_GAS5-010	A2	A1	A1	A1	A2	A2	N	N	A3	A1	0.22	1	0.78	0.22	0.5	ribo-lncRNA
ENST00000585445.1_1_ZNF667-AS1-001	A2	A1	A2	A1	A1	N	N	A2	A2	A3	0.22	1	0.78	0.22	1.5	ribo-lncRNA
ENST00000531661.1_1_RP11-522I20.3-001	A2	A1	A1	A0	A2	N	A1	A1	N	A1	0.22	1	0.78	0.22	-2.5	ribo-lncRNA
ENST00000585457.5_1_ASB16-AS1-001	A1	A1	A1	N	A2	A1	A2	A2	N	A2	0.22	1	0.78	0.22	0	ribo-lncRNA
ENST00000571901.5_1_RP11-156P1.3-008	A2	A1	A1	N	A1	A0	N	A0	A0	A2	0.22	1	0.78	0.22	-3.5	ribo-lncRNA
ENST00000534914.5_1_LINC00467-003	N	A1	A0	N	A2	A0	A3	A0	A1	A1	0.22	1	0.78	0.22	-3	ribo-lncRNA
ENST00000531894.5_1_PDXDC2P-001	A2	A2	A2	N	A2	A2	A2	A1	A2	N	0.22	1	0.78	0.22	3	ribo-lncRNA
ENST00000444184.5_1_LINC00963-002	A2	N	A3	A3	N	A3	A1	A1	A1	A3	0.22	1	0.78	0.22	3	ribo-lncRNA
ENST00000506340.1_1_CTC-338M12.4-003	A2	A2	N	A0	A2	A1	N	A1	A1	A1	0.22	1	0.78	0.22	-1.5	ribo-lncRNA
ENST00000412059.5_1_GAS5-022	A2	A2	A2	A3	N	A2	N	A1	A3	A2	0.22	1	0.78	0.22	4	ribo-lncRNA
ENST00000409054.1_1_LINC00152-005	N	N	A3	A2	A1	A2	A2	A2	A3	A3	0.22	1	0.78	0.22	4.5	ribo-lncRNA
ENST00000447424.5_1_NUTM2A-AS1-011	A0	A1	A0	N	A3	A1	N	A1	A0	A1	0.22	1	0.78	0.22	-4	ribo-lncRNA
ENST00000416202.5_1_PRR34-AS1-001	A1	N	A0	A0	N	A2	A3	A2	A2	A2	0.22	1	0.78	0.22	0.5	ribo-lncRNA
ENST00000483329.6_1_STAG3L5P-PVRIG2P-PILRB-004	F	A1	A3	N	A3	A2	A2	A3	A3	A2	0.11	0.78	0.69	0.09	5	trans-lncRNA
ENST00000542466.2_1_AGAP2-AS1-001	F	N	A3	A3	A3	A3	A2	A3	A3	A3	0.11	0.78	0.69	0.09	7.5	trans-lncRNA
ENST00000447221.1_1_SNHG7-002	A3	A3	A2	N	A3	A3	A3	F	A2	A3	0.11	0.78	0.69	0.09	7	trans-lncRNA
ENST00000578757.5_1_LRRC75A-AS1-023	A1	F	A3	A2	A2	A3	N	A2	A3	A3	0.11	0.78	0.69	0.09	5	trans-lncRNA
ENST00000591956.1_1_SNHG16-005	N	F	A3	A3	A3	A3	A3	A2	A2	A3	0.11	0.78	0.69	0.09	7	trans-lncRNA
ENST00000548468.2_1_RP4-605O3.4-001	A3	F	A1	A1	A1	A1	A3	A1	N	A0	0.11	0.78	0.69	0.09	-1.5	ribo-lncRNA
ENST00000636161.1_1_RP11-122G18.12-001	A0	A0	A1	N	A0	A0	A1	A1	F	A1	0.11	0.78	0.69	0.09	-6	ribo-lncRNA
ENST00000555562.1_1_FOXN3-AS1-001	N	A1	A1	A1	A1	A2	A2	F	A0	A1	0.11	0.78	0.69	0.09	-2.5	ribo-lncRNA
